N,W_mld,W_sld,K_mld,K_sld,damping,starts,converged_runs,all_converged,max_iterations,max_residual,solution_spread_inf
36,8.0,8.0,3,6,0.4,25,25,True,58,1.558364548515101e-12,3.2976954500441025e-12
36,8.0,8.0,6,1,0.4,25,25,True,53,1.4741714793320426e-12,2.8501801613289857e-12
36,8.0,8.0,6,3,0.4,25,25,True,54,1.505712221572253e-12,3.026745520884333e-12
36,8.0,8.0,6,6,0.4,25,25,True,58,1.5432655153801988e-12,3.2204239275301916e-12
36,8.0,16.0,1,1,0.4,25,25,True,54,1.439362518063092e-12,2.809405486026151e-12
36,8.0,16.0,1,3,0.4,25,25,True,55,1.5182299861749016e-12,3.0208058277025884e-12
36,8.0,16.0,1,6,0.4,25,25,True,57,1.5196732761069143e-12,3.04117842020446e-12
36,8.0,16.0,3,1,0.4,25,25,True,54,1.4986484275780754e-12,3.0263430650379064e-12
36,8.0,16.0,3,3,0.4,25,25,True,57,1.5424883592629612e-12,3.2356339829675562e-12
36,8.0,16.0,3,6,0.4,25,25,True,61,1.5634160632771454e-12,3.252620395244321e-12
36,8.0,16.0,6,1,0.4,25,25,True,54,1.4500067813116857e-12,2.8680530173019747e-12
36,8.0,16.0,6,3,0.4,25,25,True,56,1.5056844659966373e-12,3.016864535965169e-12
36,8.0,16.0,6,6,0.4,25,25,True,62,1.6077694731109204e-12,3.6155523019942848e-12
36,16.0,4.0,1,1,0.4,25,25,True,54,1.4494021488651448e-12,1.3618119083574562e-12
36,16.0,4.0,1,3,0.4,25,25,True,54,1.4507700596411155e-12,2.716341040986947e-12
36,16.0,4.0,1,6,0.4,25,25,True,54,1.4990786390001176e-12,2.8513857941447895e-12
36,16.0,4.0,3,1,0.4,25,25,True,54,1.449405293051445e-12,1.3618059316929804e-12
36,16.0,4.0,3,3,0.4,25,25,True,54,1.496955337465522e-12,2.909464336120493e-12
36,16.0,4.0,3,6,0.4,25,25,True,55,1.5014101073518304e-12,2.871092252831886e-12
36,16.0,4.0,6,1,0.4,25,25,True,54,1.449405022000902e-12,1.3618027604016258e-12
36,16.0,4.0,6,3,0.4,25,25,True,53,1.47093448532587e-12,2.9148350400021172e-12
36,16.0,4.0,6,6,0.4,25,25,True,54,1.4964141037410172e-12,2.9838354009825707e-12
36,16.0,8.0,1,1,0.4,25,25,True,53,1.471382043982672e-12,2.8905957488722933e-12
36,16.0,8.0,1,3,0.4,25,25,True,54,1.4717671525943388e-12,2.861516579244494e-12
36,16.0,8.0,1,6,0.4,25,25,True,55,1.4904188994080414e-12,3.007982751768168e-12
36,16.0,8.0,3,1,0.4,25,25,True,53,1.4747335297382591e-12,2.860179107444516e-12
36,16.0,8.0,3,3,0.4,25,25,True,54,1.4906964551641977e-12,2.920164110520318e-12
36,16.0,8.0,3,6,0.4,25,25,True,56,1.4435674877688598e-12,2.8173574584400285e-12
36,16.0,8.0,6,1,0.4,25,25,True,53,1.4711183660143234e-12,2.8450419103931424e-12
36,16.0,8.0,6,3,0.4,25,25,True,54,1.4508672041557702e-12,2.7781110745195292e-12
36,16.0,8.0,6,6,0.4,25,25,True,56,1.4430123762565472e-12,2.8277380437202737e-12
36,16.0,16.0,1,1,0.4,25,25,True,54,1.492694856608523e-12,2.7860214135699835e-12
36,16.0,16.0,1,3,0.4,25,25,True,54,1.491640144735129e-12,2.971622947711694e-12
36,16.0,16.0,1,6,0.4,25,25,True,55,1.4965251260434798e-12,3.059941189320625e-12
36,16.0,16.0,3,1,0.4,25,25,True,54,1.4497292255555294e-12,2.892575068358383e-12
36,16.0,16.0,3,3,0.4,25,25,True,55,1.5219492333073958e-12,3.0692115515762453e-12
36,16.0,16.0,3,6,0.4,25,25,True,57,1.4899748101981913e-12,2.9908298060377092e-12
36,16.0,16.0,6,1,0.4,25,25,True,53,1.4893641875346475e-12,2.9191371542225397e-12
36,16.0,16.0,6,3,0.4,25,25,True,55,1.4297452111122766e-12,2.761901818360002e-12
36,16.0,16.0,6,6,0.4,25,25,True,57,1.5362711103250604e-12,3.1949443091150442e-12
37,4.0,4.0,1,1,0.4,25,25,True,54,1.4505002288254382e-12,1.3595020969441388e-12
37,4.0,4.0,1,3,0.4,25,25,True,54,1.4935414016647997e-12,3.008482352129249e-12
37,4.0,4.0,1,6,0.4,25,25,True,58,1.5557555244072319e-12,3.242517365720232e-12
37,4.0,4.0,3,1,0.4,25,25,True,54,1.450508631392275e-12,1.359489262700922e-12
37,4.0,4.0,3,3,0.4,25,25,True,54,1.5038803535816214e-12,2.9796026757011873e-12
37,4.0,4.0,3,6,0.4,25,25,True,60,1.5709655798445965e-12,3.3470448634886907e-12
37,4.0,4.0,6,1,0.4,25,25,True,54,1.4505070186415434e-12,1.359481442892753e-12
37,4.0,4.0,6,3,0.4,25,25,True,54,1.4880735532685208e-12,2.9661967326788385e-12
37,4.0,4.0,6,6,0.4,25,25,True,58,1.5443202272535927e-12,3.179789764828911e-12
37,4.0,8.0,1,1,0.4,25,25,True,53,1.4821546767684879e-12,2.6692537069550326e-12
37,4.0,8.0,1,3,0.4,25,25,True,56,1.5263346142546652e-12,3.1331603977946543e-12
37,4.0,8.0,1,6,0.4,25,25,True,60,1.5236700789955648e-12,3.3265612486843565e-12
37,4.0,8.0,3,1,0.4,25,25,True,53,1.4948771387413018e-12,2.595555714801634e-12
37,4.0,8.0,3,3,0.4,25,25,True,56,1.5314971513191722e-12,3.162192729888602e-12
37,4.0,8.0,3,6,0.4,25,25,True,64,1.6158185900394528e-12,3.649414104245352e-12
37,4.0,8.0,6,1,0.4,25,25,True,53,1.4837280709611989e-12,2.5534643843805327e-12
37,4.0,8.0,6,3,0.4,25,25,True,55,1.5014101073518304e-12,3.0369595727108845e-12
37,4.0,8.0,6,6,0.4,25,25,True,63,1.5087375793143565e-12,3.403333170837186e-12
37,4.0,16.0,1,1,0.4,25,25,True,54,1.5286383270307624e-12,3.0845187515282646e-12
37,4.0,16.0,1,3,0.4,25,25,True,58,1.5581980150614072e-12,3.2891467327544888e-12
37,4.0,16.0,1,6,0.4,25,25,True,63,1.6188161922059408e-12,3.5842440126998554e-12
37,4.0,16.0,3,1,0.4,25,25,True,54,1.5070722447774187e-12,3.0534047512631446e-12
37,4.0,16.0,3,3,0.4,25,25,True,60,1.5507040096451874e-12,3.4202085608114885e-12
37,4.0,16.0,3,6,0.4,25,25,True,71,1.6338597141896116e-12,4.13213907535237e-12
37,4.0,16.0,6,1,0.4,25,25,True,54,1.4847012508312218e-12,2.979547164549956e-12
37,4.0,16.0,6,3,0.4,25,25,True,59,1.5711876244495215e-12,3.2858715748318446e-12
37,4.0,16.0,6,6,0.4,25,25,True,74,1.7156831511044857e-12,4.477418436010794e-12
37,8.0,4.0,1,1,0.4,25,25,True,54,1.4505028715682336e-12,1.3594914582103212e-12
37,8.0,4.0,1,3,0.4,25,25,True,54,1.495831236653089e-12,2.903469131787517e-12
37,8.0,4.0,1,6,0.4,25,25,True,55,1.5218382110049333e-12,2.9779512189520574e-12
37,8.0,4.0,3,1,0.4,25,25,True,54,1.4505073167971408e-12,1.3594843566860915e-12
37,8.0,4.0,3,3,0.4,25,25,True,54,1.4174217355389374e-12,2.750688565811288e-12
37,8.0,4.0,3,6,0.4,25,25,True,56,1.538325022920617e-12,3.1769031849648854e-12
37,8.0,4.0,6,1,0.4,25,25,True,54,1.4505066662758373e-12,1.359480318032999e-12
37,8.0,4.0,6,3,0.4,25,25,True,54,1.485131462253264e-12,2.946198840447778e-12
37,8.0,4.0,6,6,0.4,25,25,True,56,1.5105139361537567e-12,3.0739855105821334e-12
37,8.0,8.0,1,1,0.4,25,25,True,53,1.4787372715208136e-12,2.6061132418764288e-12
37,8.0,8.0,1,3,0.4,25,25,True,54,1.4597489883527714e-12,2.955302669249704e-12
37,8.0,8.0,1,6,0.4,25,25,True,56,1.5085710458606627e-12,3.1069036232622693e-12
37,8.0,8.0,3,1,0.4,25,25,True,53,1.4847185980659816e-12,2.5672207415450288e-12
37,8.0,8.0,3,3,0.4,25,25,True,55,1.3366252549218416e-12,2.6653679263688446e-12
37,8.0,8.0,3,6,0.4,25,25,True,58,1.49830148288288e-12,3.168632023431428e-12
37,8.0,8.0,6,1,0.4,25,25,True,53,1.4789506425083587e-12,2.5457847635523834e-12
37,8.0,8.0,6,3,0.4,25,25,True,54,1.4908629886178915e-12,2.9971580772780726e-12
37,8.0,8.0,6,6,0.4,25,25,True,58,1.5448753387659053e-12,3.259947867206847e-12
37,8.0,16.0,1,1,0.4,25,25,True,54,1.41467393355299e-12,2.7692015347469123e-12
37,8.0,16.0,1,3,0.4,25,25,True,55,1.4829248939918216e-12,2.947087018867478e-12
37,8.0,16.0,1,6,0.4,25,25,True,57,1.5258905250448151e-12,3.2157054796755347e-12
37,8.0,16.0,3,1,0.4,25,25,True,54,1.4754447663634096e-12,2.9694996461770984e-12
37,8.0,16.0,3,3,0.4,25,25,True,57,1.5341616865782726e-12,3.1455393845192248e-12
37,8.0,16.0,3,6,0.4,25,25,True,61,1.5774603845386537e-12,3.191058528528856e-12
37,8.0,16.0,6,1,0.4,25,25,True,54,1.4509365930948093e-12,2.8634455917497803e-12
37,8.0,16.0,6,3,0.4,25,25,True,56,1.5365486660812167e-12,3.0245250748350827e-12
37,8.0,16.0,6,6,0.4,25,25,True,62,1.5823453658470044e-12,3.4837133178200475e-12
37,16.0,4.0,1,1,0.4,25,25,True,54,1.4505043216886393e-12,1.3594851698377208e-12
37,16.0,4.0,1,3,0.4,25,25,True,54,1.4072354392880015e-12,2.8062968615572004e-12
37,16.0,4.0,1,6,0.4,25,25,True,54,1.4606649223480872e-12,2.803479670632214e-12
37,16.0,4.0,3,1,0.4,25,25,True,54,1.4505065985132015e-12,1.3594816461806603e-12
37,16.0,4.0,3,3,0.4,25,25,True,54,1.494193657691767e-12,2.9933694412065392e-12
37,16.0,4.0,3,6,0.4,25,25,True,55,1.4389600622166654e-12,2.790101483185481e-12
37,16.0,4.0,6,1,0.4,25,25,True,54,1.450506286805077e-12,1.3594794913288424e-12
37,16.0,4.0,6,3,0.4,25,25,True,53,1.4661605263199817e-12,2.9080626795519038e-12
37,16.0,4.0,6,6,0.4,25,25,True,54,1.4725998198628076e-12,2.9411473256857334e-12
37,16.0,8.0,1,1,0.4,25,25,True,53,1.4764873351724717e-12,2.5726174662787926e-12
37,16.0,8.0,1,3,0.4,25,25,True,54,1.5003553954784365e-12,2.979783086942689e-12
37,16.0,8.0,1,6,0.4,25,25,True,55,1.4788725799519398e-12,3.0081492852218616e-12
37,16.0,8.0,3,1,0.4,25,25,True,53,1.479384323377353e-12,2.5526525337937755e-12
37,16.0,8.0,3,3,0.4,25,25,True,54,1.4964141037410172e-12,2.994882120077591e-12
37,16.0,8.0,3,6,0.4,25,25,True,56,1.5329959524024162e-12,3.0459523792103482e-12
37,16.0,8.0,6,1,0.4,25,25,True,53,1.47646651849076e-12,2.5418313287506322e-12
37,16.0,8.0,6,3,0.4,25,25,True,54,1.4361567490794869e-12,2.750744076962519e-12
37,16.0,8.0,6,6,0.4,25,25,True,56,1.4815371152110401e-12,2.9753977059954195e-12
37,16.0,16.0,1,1,0.4,25,25,True,54,1.4798440250984868e-12,2.7683133563272122e-12
37,16.0,16.0,1,3,0.4,25,25,True,54,1.507349800533575e-12,3.0266344985818705e-12
37,16.0,16.0,1,6,0.4,25,25,True,55,1.5138446052276322e-12,3.0597191447157e-12
37,16.0,16.0,3,1,0.4,25,25,True,54,1.4908352330422758e-12,2.9899693831936247e-12
37,16.0,16.0,3,3,0.4,25,25,True,55,1.486255563065697e-12,2.9921620736672594e-12
37,16.0,16.0,3,6,0.4,25,25,True,57,1.5240031459029524e-12,3.1983860004913822e-12
37,16.0,16.0,6,1,0.4,25,25,True,53,1.4820505933599293e-12,2.8980012833912383e-12
37,16.0,16.0,6,3,0.4,25,25,True,55,1.4894196986858788e-12,2.9301561177419444e-12
37,16.0,16.0,6,6,0.4,25,25,True,57,1.5480949855373183e-12,3.1923907961584064e-12
38,4.0,4.0,1,1,0.4,25,25,True,54,1.4513871468601128e-12,1.3576253023259849e-12
38,4.0,4.0,1,3,0.4,25,25,True,54,1.4670764603152975e-12,2.9549834801301245e-12
38,4.0,4.0,1,6,0.4,25,25,True,58,1.5208390102827707e-12,3.2249758419311547e-12
38,4.0,4.0,3,1,0.4,25,25,True,54,1.4513924323457036e-12,1.3576170352844197e-12
38,4.0,4.0,3,3,0.4,25,25,True,54,1.470476518328212e-12,2.9146685065484235e-12
38,4.0,4.0,3,6,0.4,25,25,True,60,1.5731860258938468e-12,3.352484956309354e-12
38,4.0,4.0,6,1,0.4,25,25,True,54,1.451391768271873e-12,1.357611939534209e-12
38,4.0,4.0,6,3,0.4,25,25,True,54,1.4779982793200475e-12,2.9346386432038685e-12
38,4.0,4.0,6,6,0.4,25,25,True,58,1.4795942249179461e-12,3.0214164503661323e-12
38,4.0,8.0,1,1,0.4,25,25,True,53,1.4861653574449463e-12,2.5700223199587313e-12
38,4.0,8.0,1,3,0.4,25,25,True,56,1.4995227282099677e-12,3.0567770537004435e-12
38,4.0,8.0,1,6,0.4,25,25,True,60,1.530386928294547e-12,3.276268145668837e-12
38,4.0,8.0,3,1,0.4,25,25,True,53,1.4968599276743433e-12,2.506623381082207e-12
38,4.0,8.0,3,3,0.4,25,25,True,56,1.4560852523715084e-12,3.0035418596696672e-12
38,4.0,8.0,3,6,0.4,25,25,True,64,1.6316392681403613e-12,3.690991956517564e-12
38,4.0,8.0,6,1,0.4,25,25,True,53,1.4878220183645041e-12,2.4715091084814844e-12
38,4.0,8.0,6,3,0.4,25,25,True,55,1.5111245588173006e-12,3.0517810500896303e-12
38,4.0,8.0,6,6,0.4,25,25,True,63,1.602273869139026e-12,3.601619003035239e-12
38,4.0,16.0,1,1,0.4,25,25,True,54,1.5114159923612647e-12,3.0341146262102825e-12
38,4.0,16.0,1,3,0.4,25,25,True,58,1.5520917884259688e-12,3.3000824295470466e-12
38,4.0,16.0,1,6,0.4,25,25,True,63,1.5802914532514478e-12,3.552713678800501e-12
38,4.0,16.0,3,1,0.4,25,25,True,54,1.4936246683916465e-12,2.997879722244079e-12
38,4.0,16.0,3,3,0.4,25,25,True,60,1.5507040096451874e-12,3.335665077486283e-12
38,4.0,16.0,3,6,0.4,25,25,True,71,1.696143225871083e-12,4.275690912436403e-12
38,4.0,16.0,6,1,0.4,25,25,True,54,1.4875461973318238e-12,2.962879941392771e-12
38,4.0,16.0,6,3,0.4,25,25,True,59,1.560307438808195e-12,3.323674668820331e-12
38,4.0,16.0,6,6,0.4,25,25,True,74,1.7201240432029863e-12,4.451106150327178e-12
38,8.0,4.0,1,1,0.4,25,25,True,54,1.451388895136116e-12,1.3576184311947168e-12
38,8.0,4.0,1,3,0.4,25,25,True,54,1.4841877726823327e-12,2.8794466810921904e-12
38,8.0,4.0,1,6,0.4,25,25,True,55,1.5251688800788088e-12,3.111122470755845e-12
38,8.0,4.0,3,1,0.4,25,25,True,54,1.451391510773857e-12,1.3576138368880108e-12
38,8.0,4.0,3,3,0.4,25,25,True,54,1.4026002581601915e-12,2.7220031784125354e-12
38,8.0,4.0,3,6,0.4,25,25,True,56,1.4998557951173552e-12,3.106181978296263e-12
38,8.0,4.0,6,1,0.4,25,25,True,54,1.4513912668283682e-12,1.3576112754603784e-12
38,8.0,4.0,6,3,0.4,25,25,True,54,1.4805240367010697e-12,2.9258956368849454e-12
38,8.0,4.0,6,6,0.4,25,25,True,55,1.5233370120881773e-12,3.0466185130251233e-12
38,8.0,8.0,1,1,0.4,25,25,True,53,1.4835233735910336e-12,2.5166691647315886e-12
38,8.0,8.0,1,3,0.4,25,25,True,54,1.4382939284018903e-12,2.9093394360302227e-12
38,8.0,8.0,1,6,0.4,25,25,True,56,1.5335510639147287e-12,3.132050174770029e-12
38,8.0,8.0,3,1,0.4,25,25,True,53,1.488580092523506e-12,2.4830831835132017e-12
38,8.0,8.0,3,3,0.4,25,25,True,55,1.492694856608523e-12,2.847971858344067e-12
38,8.0,8.0,3,6,0.4,25,25,True,58,1.5485945858983996e-12,3.160915973410283e-12
38,8.0,8.0,6,1,0.4,25,25,True,53,1.4838859307975127e-12,2.4652207358810685e-12
38,8.0,8.0,6,3,0.4,25,25,True,54,1.4933332348476824e-12,2.9706792581407626e-12
38,8.0,8.0,6,6,0.4,25,25,True,58,1.4969137041020986e-12,3.142375248899043e-12
38,8.0,16.0,1,1,0.4,25,25,True,54,1.39029066037466e-12,2.7304547511874944e-12
38,8.0,16.0,1,3,0.4,25,25,True,55,1.4974133044631799e-12,3.0333513478808527e-12
38,8.0,16.0,1,6,0.4,25,25,True,57,1.4971357487070236e-12,3.149480676256644e-12
38,8.0,16.0,3,1,0.4,25,25,True,54,1.4547252291663426e-12,2.9155011738168923e-12
38,8.0,16.0,3,3,0.4,25,25,True,57,1.5009660181419804e-12,3.036182416593647e-12
38,8.0,16.0,3,6,0.4,25,25,True,61,1.575573005396791e-12,3.4854896746594477e-12
38,8.0,16.0,6,1,0.4,25,25,True,54,1.4129947212282445e-12,2.809752430721346e-12
38,8.0,16.0,6,3,0.4,25,25,True,56,1.5245027462640337e-12,2.9553581804009355e-12
38,8.0,16.0,6,6,0.4,25,25,True,62,1.5868417690967362e-12,3.3390512577113896e-12
38,16.0,4.0,1,1,0.4,25,25,True,54,1.451389857365544e-12,1.3576145958295316e-12
38,16.0,4.0,1,3,0.4,25,25,True,53,1.5003831510540522e-12,3.006095372626305e-12
38,16.0,4.0,1,6,0.4,25,25,True,54,1.450506381672767e-12,2.78477241266728e-12
38,16.0,4.0,3,1,0.4,25,25,True,54,1.4513910635404609e-12,1.3576123190049694e-12
38,16.0,4.0,3,3,0.4,25,25,True,54,1.4855477958874985e-12,2.97088742495788e-12
38,16.0,4.0,3,6,0.4,25,25,True,55,1.3680168109431179e-12,2.7006175074006933e-12
38,16.0,4.0,6,1,0.4,25,25,True,54,1.4513910364354066e-12,1.3576109637522538e-12
38,16.0,4.0,6,3,0.4,25,25,True,53,1.4616363674946342e-12,2.9018870639774264e-12
38,16.0,4.0,6,6,0.4,25,25,True,54,1.4867551634267784e-12,2.9374835897044704e-12
38,16.0,8.0,1,1,0.4,25,25,True,53,1.4818285487550042e-12,2.488289088664608e-12
38,16.0,8.0,1,3,0.4,25,25,True,54,1.48947520983711e-12,2.9567737147573325e-12
38,16.0,8.0,1,6,0.4,25,25,True,55,1.4899748101981913e-12,3.006928039894774e-12
38,16.0,8.0,3,1,0.4,25,25,True,53,1.4842571616213718e-12,2.471018181737783e-12
38,16.0,8.0,3,3,0.4,25,25,True,54,1.4960255256823984e-12,2.9738989049121756e-12
38,16.0,8.0,3,6,0.4,25,25,True,56,1.5111245588173006e-12,2.9978242110928477e-12
38,16.0,8.0,6,1,0.4,25,25,True,53,1.48184763071324e-12,2.4619872113218477e-12
38,16.0,8.0,6,3,0.4,25,25,True,54,1.422306716847288e-12,2.725542014303528e-12
38,16.0,8.0,6,6,0.4,25,25,True,55,1.5197842984093768e-12,3.120004254952846e-12
38,16.0,16.0,1,1,0.4,25,25,True,54,1.466660126681063e-12,2.7515351108675645e-12
38,16.0,16.0,1,3,0.4,25,25,True,54,1.4909184997691227e-12,2.9943270085652784e-12
38,16.0,16.0,1,6,0.4,25,25,True,55,1.519839809560608e-12,3.1155078517031143e-12
38,16.0,16.0,3,1,0.4,25,25,True,54,1.4697826289378213e-12,2.8604202340076768e-12
38,16.0,16.0,3,3,0.4,25,25,True,55,1.5123458041443882e-12,3.034072992846859e-12
38,16.0,16.0,3,6,0.4,25,25,True,57,1.490529921710504e-12,3.1222802121533277e-12
38,16.0,16.0,6,1,0.4,25,25,True,53,1.4751394550316377e-12,2.876920923711168e-12
38,16.0,16.0,6,3,0.4,25,25,True,55,1.5153434063108762e-12,3.0196956046779633e-12
38,16.0,16.0,6,6,0.4,25,25,True,57,1.4959700145311672e-12,3.06854541776147e-12
39,4.0,4.0,1,1,0.4,25,25,True,54,1.452098193749883e-12,1.3561194403760926e-12
39,4.0,4.0,1,3,0.4,25,25,True,54,1.488656420356449e-12,2.9570790260891044e-12
39,4.0,4.0,1,6,0.4,25,25,True,58,1.514455227891176e-12,3.1674107781043404e-12
39,4.0,4.0,3,1,0.4,25,25,True,54,1.452101405698819e-12,1.3561142091006104e-12
39,4.0,4.0,3,3,0.4,25,25,True,54,1.4399523240449241e-12,2.855618519426173e-12
39,4.0,4.0,3,6,0.4,25,25,True,59,1.5668577546534834e-12,3.3622549189260553e-12
39,4.0,4.0,6,1,0.4,25,25,True,54,1.4521010465568494e-12,1.3561111597820003e-12
39,4.0,4.0,6,3,0.4,25,25,True,54,1.4691511895925657e-12,2.9056132500038245e-12
39,4.0,4.0,6,6,0.4,25,25,True,58,1.4064860387463796e-12,2.8623770020885786e-12
39,4.0,8.0,1,1,0.4,25,25,True,53,1.4904648695801548e-12,2.198013472620719e-12
39,4.0,8.0,1,3,0.4,25,25,True,56,1.515204628432798e-12,3.027189610094183e-12
39,4.0,8.0,1,6,0.4,25,25,True,60,1.5676904219219523e-12,3.406996906818449e-12
39,4.0,8.0,3,1,0.4,25,25,True,53,1.4994108385457672e-12,2.4206626286771282e-12
39,4.0,8.0,3,3,0.4,25,25,True,56,1.5221157667610896e-12,3.1014080192903748e-12
39,4.0,8.0,3,6,0.4,25,25,True,64,1.6166512573079217e-12,3.620936883663717e-12
39,4.0,8.0,6,1,0.4,25,25,True,53,1.4921492860753283e-12,2.391437742277347e-12
39,4.0,8.0,6,3,0.4,25,25,True,55,1.4940548798136888e-12,3.0029034814305078e-12
39,4.0,8.0,6,6,0.4,25,25,True,63,1.6052714713055138e-12,3.582023566650605e-12
39,4.0,16.0,1,1,0.4,25,25,True,54,1.48649148545843e-12,2.9412861035638116e-12
39,4.0,16.0,1,3,0.4,25,25,True,58,1.5013545962005992e-12,3.1663560662309465e-12
39,4.0,16.0,1,6,0.4,25,25,True,62,1.5863976798868862e-12,3.471334331095477e-12
39,4.0,16.0,3,1,0.4,25,25,True,54,1.4981210716413784e-12,2.9602292839214783e-12
39,4.0,16.0,3,3,0.4,25,25,True,60,1.483646538957828e-12,3.125166792017353e-12
39,4.0,16.0,3,6,0.4,25,25,True,71,1.6939227798218326e-12,4.136690989753333e-12
39,4.0,16.0,6,1,0.4,25,25,True,54,1.5011741849590976e-12,2.9537761125908446e-12
39,4.0,16.0,6,3,0.4,25,25,True,59,1.5587531265737198e-12,3.202604847984958e-12
39,4.0,16.0,6,6,0.4,25,25,True,73,1.6767143229401427e-12,4.310329870804708e-12
39,8.0,4.0,1,1,0.4,25,25,True,54,1.4520993118333735e-12,1.3561151713300384e-12
39,8.0,4.0,1,3,0.4,25,25,True,54,1.500924384778557e-12,2.9870134143905602e-12
39,8.0,4.0,1,6,0.4,25,25,True,55,1.5126233599005445e-12,3.0994651289972808e-12
39,8.0,4.0,3,1,0.4,25,25,True,54,1.4521009652416865e-12,1.3561121965503277e-12
39,8.0,4.0,3,3,0.4,25,25,True,54,1.3890139038963412e-12,2.695468848123994e-12
39,8.0,4.0,3,6,0.4,25,25,True,56,1.5236700789955648e-12,3.1505908992812692e-12
39,8.0,4.0,6,1,0.4,25,25,True,54,1.4521006806386162e-12,1.3561104957081696e-12
39,8.0,4.0,6,3,0.4,25,25,True,54,1.4762843725257824e-12,2.907223073389531e-12
39,8.0,4.0,6,6,0.4,25,25,True,55,1.5157874955207262e-12,3.074929200153065e-12
39,8.0,8.0,1,1,0.4,25,25,True,53,1.4884777438384234e-12,2.4299789611048617e-12
39,8.0,8.0,1,3,0.4,25,25,True,54,1.4172552020852436e-12,2.8655966488599915e-12
39,8.0,8.0,1,6,0.4,25,25,True,56,1.50712775592865e-12,3.0784819138318653e-12
39,8.0,8.0,3,1,0.4,25,25,True,53,1.492768582356252e-12,2.4012068375323103e-12
39,8.0,8.0,3,3,0.4,25,25,True,55,1.4585554986012994e-12,2.779776409056467e-12
39,8.0,8.0,3,6,0.4,25,25,True,58,1.5529244556944377e-12,3.248512570053208e-12
39,8.0,8.0,6,1,0.4,25,25,True,53,1.4889617316882209e-12,2.3863263795553813e-12
39,8.0,8.0,6,3,0.4,25,25,True,54,1.4879486531782504e-12,2.9850566463096584e-12
39,8.0,8.0,6,6,0.4,25,25,True,58,1.5425993815654238e-12,3.13871151291778e-12
39,8.0,16.0,1,1,0.4,25,25,True,54,1.488351109024677e-12,2.8497343373956596e-12
39,8.0,16.0,1,3,0.4,25,25,True,55,1.5173973189064327e-12,3.0195845823755008e-12
39,8.0,16.0,1,6,0.4,25,25,True,57,1.5334400416122662e-12,3.163025397157071e-12
39,8.0,16.0,3,1,0.4,25,25,True,54,1.5032836087058854e-12,3.0107999426931542e-12
39,8.0,16.0,3,3,0.4,25,25,True,56,1.5430434707752738e-12,3.195999020988438e-12
39,8.0,16.0,3,6,0.4,25,25,True,60,1.5883405701799802e-12,3.4587888109172127e-12
39,8.0,16.0,6,1,0.4,25,25,True,54,1.3939543963559231e-12,2.782843400161994e-12
39,8.0,16.0,6,3,0.4,25,25,True,56,1.4783729795908584e-12,3.0269120543380268e-12
39,8.0,16.0,6,6,0.4,25,25,True,62,1.4556134075860427e-12,3.0634939029994257e-12
39,16.0,4.0,1,1,0.4,25,25,True,54,1.4521000233410492e-12,1.3561127928615226e-12
39,16.0,4.0,1,3,0.4,25,25,True,53,1.502194202362972e-12,3.0034308373672047e-12
39,16.0,4.0,1,6,0.4,25,25,True,54,1.5097367800365191e-12,2.984112956738727e-12
39,16.0,4.0,3,1,0.4,25,25,True,54,1.4521007077436705e-12,1.3561110649143102e-12
39,16.0,4.0,3,3,0.4,25,25,True,54,1.4806836312608596e-12,2.950084621033966e-12
39,16.0,4.0,3,6,0.4,25,25,True,55,1.5181744750236703e-12,3.025857342464633e-12
39,16.0,4.0,6,1,0.4,25,25,True,54,1.4521005586658718e-12,1.3561104008404795e-12
39,16.0,4.0,6,3,0.4,25,25,True,53,1.4576326257120797e-12,2.896155537612799e-12
39,16.0,4.0,6,6,0.4,25,25,True,54,1.5086820681631252e-12,2.9928837186332657e-12
39,16.0,8.0,1,1,0.4,25,25,True,53,1.4871767012314407e-12,2.4060432465833337e-12
39,16.0,8.0,1,3,0.4,25,25,True,54,1.4983847496097269e-12,2.953970401620154e-12
39,16.0,8.0,1,6,0.4,25,25,True,55,1.5004109066296678e-12,3.0061508837775364e-12
39,16.0,8.0,3,1,0.4,25,25,True,53,1.4892323485504733e-12,2.391198350437662e-12
39,16.0,8.0,3,3,0.4,25,25,True,54,1.497330037736333e-12,2.955247158098473e-12
39,16.0,8.0,3,6,0.4,25,25,True,56,1.5168977185453514e-12,2.979338997732839e-12
39,16.0,8.0,6,1,0.4,25,25,True,53,1.4873180811947329e-12,2.3836817936162547e-12
39,16.0,8.0,6,3,0.4,25,25,True,54,1.4089840405517862e-12,2.7020885529083216e-12
39,16.0,8.0,6,6,0.4,25,25,True,55,1.4940826353893044e-12,3.0578317655738374e-12
39,16.0,16.0,1,1,0.4,25,25,True,53,1.5117351814808444e-12,3.0373342729816954e-12
39,16.0,16.0,1,3,0.4,25,25,True,54,1.4747647547608267e-12,2.9641844534467054e-12
39,16.0,16.0,1,6,0.4,25,25,True,55,1.5085155347094314e-12,3.085920408096854e-12
39,16.0,16.0,3,1,0.4,25,25,True,54,1.4601653219870059e-12,2.878142169038256e-12
39,16.0,16.0,3,3,0.4,25,25,True,55,1.4790391134056335e-12,2.9657387656811807e-12
39,16.0,16.0,3,6,0.4,25,25,True,57,1.531663684772866e-12,3.127942349578916e-12
39,16.0,16.0,6,1,0.4,25,25,True,53,1.4948875470821577e-12,2.9717478478019643e-12
39,16.0,16.0,6,3,0.4,25,25,True,55,1.4966916594971735e-12,3.015365734881925e-12
